"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)"
"2.4.2 Wederspannigheid";"2014";"Nederland";980
"2.4.2 Wederspannigheid";"2015";"Nederland";850
"2.4.2 Wederspannigheid";"2016";"Nederland";890
"2.4.2 Wederspannigheid";"2017";"Nederland";780
"2.4.2 Wederspannigheid";"2018*";"Nederland";1330
"2.4.2 Wederspannigheid";"2019*";"Nederland";2030
"2.4.3 Valse aangifte";"2010";"Nederland";470
"2.4.3 Valse aangifte";"2011";"Nederland";515
"2.4.3 Valse aangifte";"2012";"Nederland";490
"2.4.3 Valse aangifte";"2013";"Nederland";515
"2.4.3 Valse aangifte";"2014";"Nederland";525
"2.4.3 Valse aangifte";"2015";"Nederland";465
"2.4.3 Valse aangifte";"2016";"Nederland";450
"2.4.3 Valse aangifte";"2017";"Nederland";390
"2.4.3 Valse aangifte";"2018*";"Nederland";340
"2.4.3 Valse aangifte";"2019*";"Nederland";410
"2.4.5 Verblijf ongewenste vreemdeling";"2010";"Nederland";255
"2.4.5 Verblijf ongewenste vreemdeling";"2011";"Nederland";255
"2.4.5 Verblijf ongewenste vreemdeling";"2012";"Nederland";150
"2.4.5 Verblijf ongewenste vreemdeling";"2013";"Nederland";155
"2.4.5 Verblijf ongewenste vreemdeling";"2014";"Nederland";175
"2.4.5 Verblijf ongewenste vreemdeling";"2015";"Nederland";470
"2.4.5 Verblijf ongewenste vreemdeling";"2016";"Nederland";370
"2.4.5 Verblijf ongewenste vreemdeling";"2017";"Nederland";310
"2.4.5 Verblijf ongewenste vreemdeling";"2018*";"Nederland";190
"2.4.5 Verblijf ongewenste vreemdeling";"2019*";"Nederland";95
"2.4.6 Openbaar gezag misdrijf (overig)";"2010";"Nederland";280
"2.4.6 Openbaar gezag misdrijf (overig)";"2011";"Nederland";275
"2.4.6 Openbaar gezag misdrijf (overig)";"2012";"Nederland";235
"2.4.6 Openbaar gezag misdrijf (overig)";"2013";"Nederland";220
"2.4.6 Openbaar gezag misdrijf (overig)";"2014";"Nederland";245
"2.4.6 Openbaar gezag misdrijf (overig)";"2015";"Nederland";230
"2.4.6 Openbaar gezag misdrijf (overig)";"2016";"Nederland";280
"2.4.6 Openbaar gezag misdrijf (overig)";"2017";"Nederland";310
"2.4.6 Openbaar gezag misdrijf (overig)";"2018*";"Nederland";395
"2.4.6 Openbaar gezag misdrijf (overig)";"2019*";"Nederland";650
"3 Gewelds- en seksuele misdrijven";"2010";"Nederland";115815
"3 Gewelds- en seksuele misdrijven";"2011";"Nederland";114055
"3 Gewelds- en seksuele misdrijven";"2012";"Nederland";110470
"3 Gewelds- en seksuele misdrijven";"2013";"Nederland";103510
"3 Gewelds- en seksuele misdrijven";"2014";"Nederland";98545
"3 Gewelds- en seksuele misdrijven";"2015";"Nederland";92475
"3 Gewelds- en seksuele misdrijven";"2016";"Nederland";90200
"3 Gewelds- en seksuele misdrijven";"2017";"Nederland";85335
"3 Gewelds- en seksuele misdrijven";"2018*";"Nederland";83320
"3 Gewelds- en seksuele misdrijven";"2019*";"Nederland";83215
"3.1 Mishandeling";"2010";"Nederland";61445
"3.1 Mishandeling";"2011";"Nederland";60455
"3.1 Mishandeling";"2012";"Nederland";57585
"3.1 Mishandeling";"2013";"Nederland";53445
"3.1 Mishandeling";"2014";"Nederland";50905
"3.1 Mishandeling";"2015";"Nederland";48280
"3.1 Mishandeling";"2016";"Nederland";46990
"3.1 Mishandeling";"2017";"Nederland";44760
"3.1 Mishandeling";"2018*";"Nederland";43025
"3.1 Mishandeling";"2019*";"Nederland";42435
"3.2 Bedreiging en stalking";"2010";"Nederland";38075
"3.2 Bedreiging en stalking";"2011";"Nederland";37725
"3.2 Bedreiging en stalking";"2012";"Nederland";37335
"3.2 Bedreiging en stalking";"2013";"Nederland";35770
"3.2 Bedreiging en stalking";"2014";"Nederland";33920
"3.2 Bedreiging en stalking";"2015";"Nederland";31120
"3.2 Bedreiging en stalking";"2016";"Nederland";29690
"3.2 Bedreiging en stalking";"2017";"Nederland";27040
"3.2 Bedreiging en stalking";"2018*";"Nederland";26080
"3.2 Bedreiging en stalking";"2019*";"Nederland";27330
"3.2.1 Bedreiging";"2010";"Nederland";34350
"3.2.1 Bedreiging";"2011";"Nederland";34135
"3.2.1 Bedreiging";"2012";"Nederland";33740
"3.2.1 Bedreiging";"2013";"Nederland";32315
"3.2.1 Bedreiging";"2014";"Nederland";30605
"3.2.1 Bedreiging";"2015";"Nederland";28115
"3.2.1 Bedreiging";"2016";"Nederland";26760
"3.2.1 Bedreiging";"2017";"Nederland";24220
"3.2.1 Bedreiging";"2018*";"Nederland";23105
"3.2.1 Bedreiging";"2019*";"Nederland";23320
"3.2.2 Stalking";"2010";"Nederland";3725
"3.2.2 Stalking";"2011";"Nederland";3595
"3.2.2 Stalking";"2012";"Nederland";3595
"3.2.2 Stalking";"2013";"Nederland";3455
"3.2.2 Stalking";"2014";"Nederland";3315
"3.2.2 Stalking";"2015";"Nederland";3005
"3.2.2 Stalking";"2016";"Nederland";2930
"3.2.2 Stalking";"2017";"Nederland";2820
"3.2.2 Stalking";"2018*";"Nederland";2975
"3.2.2 Stalking";"2019*";"Nederland";4010
"3.3 Seksueel misdrijf";"2010";"Nederland";9720
"3.3 Seksueel misdrijf";"2011";"Nederland";9130
"3.3 Seksueel misdrijf";"2012";"Nederland";9055
"3.3 Seksueel misdrijf";"2013";"Nederland";8550
"3.3 Seksueel misdrijf";"2014";"Nederland";8190
"3.3 Seksueel misdrijf";"2015";"Nederland";7730
"3.3 Seksueel misdrijf";"2016";"Nederland";8235
"3.3 Seksueel misdrijf";"2017";"Nederland";8425
"3.3 Seksueel misdrijf";"2018*";"Nederland";9100
"3.3 Seksueel misdrijf";"2019*";"Nederland";8095
"3.3.1 Aanranding";"2010";"Nederland";2495
"3.3.1 Aanranding";"2011";"Nederland";2190
"3.3.1 Aanranding";"2012";"Nederland";2075
"3.3.1 Aanranding";"2013";"Nederland";1950
"3.3.1 Aanranding";"2014";"Nederland";1820
"3.3.1 Aanranding";"2015";"Nederland";1720
"3.3.1 Aanranding";"2016";"Nederland";2220
"3.3.1 Aanranding";"2017";"Nederland";2210
"3.3.1 Aanranding";"2018*";"Nederland";2385
"3.3.1 Aanranding";"2019*";"Nederland";2230
"3.3.2 Verkrachting";"2010";"Nederland";1645
"3.3.2 Verkrachting";"2011";"Nederland";1570
"3.3.2 Verkrachting";"2012";"Nederland";1450
"3.3.2 Verkrachting";"2013";"Nederland";1245
"3.3.2 Verkrachting";"2014";"Nederland";1220
"3.3.2 Verkrachting";"2015";"Nederland";1265
"3.3.2 Verkrachting";"2016";"Nederland";1535
"3.3.2 Verkrachting";"2017";"Nederland";1760
"3.3.2 Verkrachting";"2018*";"Nederland";1935
"3.3.2 Verkrachting";"2019*";"Nederland";2000
"3.3.3 Schennis der eerbaarheid";"2010";"Nederland";2015
"3.3.3 Schennis der eerbaarheid";"2011";"Nederland";1940
"3.3.3 Schennis der eerbaarheid";"2012";"Nederland";1875
"3.3.3 Schennis der eerbaarheid";"2013";"Nederland";1700
"3.3.3 Schennis der eerbaarheid";"2014";"Nederland";1590
"3.3.3 Schennis der eerbaarheid";"2015";"Nederland";1445
"3.3.3 Schennis der eerbaarheid";"2016";"Nederland";1380
"3.3.3 Schennis der eerbaarheid";"2017";"Nederland";1275
"3.3.3 Schennis der eerbaarheid";"2018*";"Nederland";1300
"3.3.3 Schennis der eerbaarheid";"2019*";"Nederland";1065
"3.3.4 Ontucht met minderjarige";"2010";"Nederland";1055
"3.3.4 Ontucht met minderjarige";"2011";"Nederland";850
"3.3.4 Ontucht met minderjarige";"2012";"Nederland";1085
"3.3.4 Ontucht met minderjarige";"2013";"Nederland";1025
"3.3.4 Ontucht met minderjarige";"2014";"Nederland";1045
"3.3.4 Ontucht met minderjarige";"2015";"Nederland";875
"3.3.4 Ontucht met minderjarige";"2016";"Nederland";860
"3.3.4 Ontucht met minderjarige";"2017";"Nederland";875
"3.3.4 Ontucht met minderjarige";"2018*";"Nederland";920
"3.3.4 Ontucht met minderjarige";"2019*";"Nederland";950
"3.3.5 Pornografie";"2010";"Nederland";575
"3.3.5 Pornografie";"2011";"Nederland";570
"3.3.5 Pornografie";"2012";"Nederland";635
"3.3.5 Pornografie";"2013";"Nederland";785
"3.3.5 Pornografie";"2014";"Nederland";690
"3.3.5 Pornografie";"2015";"Nederland";660
"3.3.5 Pornografie";"2016";"Nederland";445
"3.3.5 Pornografie";"2017";"Nederland";425
"3.3.5 Pornografie";"2018*";"Nederland";385
"3.3.5 Pornografie";"2019*";"Nederland";495
"3.3.6 Ontucht met misbruik van gezag";"2010";"Nederland";575
"3.3.6 Ontucht met misbruik van gezag";"2011";"Nederland";560
"3.3.6 Ontucht met misbruik van gezag";"2012";"Nederland";580
"3.3.6 Ontucht met misbruik van gezag";"2013";"Nederland";615
"3.3.6 Ontucht met misbruik van gezag";"2014";"Nederland";565
"3.3.6 Ontucht met misbruik van gezag";"2015";"Nederland";565
"3.3.6 Ontucht met misbruik van gezag";"2016";"Nederland";530
"3.3.6 Ontucht met misbruik van gezag";"2017";"Nederland";550
"3.3.6 Ontucht met misbruik van gezag";"2018*";"Nederland";680
"3.3.6 Ontucht met misbruik van gezag";"2019*";"Nederland";660
"3.3.7 Seksueel misdrijf (overig)";"2010";"Nederland";1360
"3.3.7 Seksueel misdrijf (overig)";"2011";"Nederland";1450
"3.3.7 Seksueel misdrijf (overig)";"2012";"Nederland";1360
"3.3.7 Seksueel misdrijf (overig)";"2013";"Nederland";1230
"3.3.7 Seksueel misdrijf (overig)";"2014";"Nederland";1255
"3.3.7 Seksueel misdrijf (overig)";"2015";"Nederland";1195
"3.3.7 Seksueel misdrijf (overig)";"2016";"Nederland";1265
"3.3.7 Seksueel misdrijf (overig)";"2017";"Nederland";1325
"3.3.7 Seksueel misdrijf (overig)";"2018*";"Nederland";1500
"3.3.7 Seksueel misdrijf (overig)";"2019*";"Nederland";700
"3.4 Levensmisdrijf";"2010";"Nederland";4105
"3.4 Levensmisdrijf";"2011";"Nederland";4230
"3.4 Levensmisdrijf";"2012";"Nederland";3890
"3.4 Levensmisdrijf";"2013";"Nederland";3525
"3.4 Levensmisdrijf";"2014";"Nederland";3370
"3.4 Levensmisdrijf";"2015";"Nederland";3255
"3.4 Levensmisdrijf";"2016";"Nederland";3120
"3.4 Levensmisdrijf";"2017";"Nederland";3010
"3.4 Levensmisdrijf";"2018*";"Nederland";2870
"3.4 Levensmisdrijf";"2019*";"Nederland";2640
"3.5 Vrijheidsbeneming/gijzeling";"2010";"Nederland";655
"3.5 Vrijheidsbeneming/gijzeling";"2011";"Nederland";580
"3.5 Vrijheidsbeneming/gijzeling";"2012";"Nederland";605
"3.5 Vrijheidsbeneming/gijzeling";"2013";"Nederland";525
"3.5 Vrijheidsbeneming/gijzeling";"2014";"Nederland";415
"3.5 Vrijheidsbeneming/gijzeling";"2015";"Nederland";440
"3.5 Vrijheidsbeneming/gijzeling";"2016";"Nederland";420
"3.5 Vrijheidsbeneming/gijzeling";"2017";"Nederland";400
"3.5 Vrijheidsbeneming/gijzeling";"2018*";"Nederland";425
"3.5 Vrijheidsbeneming/gijzeling";"2019*";"Nederland";515
"3.6 Mensenhandel, mensensmokkel";"2010";"Nederland";705
"3.6 Mensenhandel, mensensmokkel";"2011";"Nederland";720
"3.6 Mensenhandel, mensensmokkel";"2012";"Nederland";785
"3.6 Mensenhandel, mensensmokkel";"2013";"Nederland";590
"3.6 Mensenhandel, mensensmokkel";"2014";"Nederland";625
"3.6 Mensenhandel, mensensmokkel";"2015";"Nederland";625
"3.6 Mensenhandel, mensensmokkel";"2016";"Nederland";730
"3.6 Mensenhandel, mensensmokkel";"2017";"Nederland";725
"3.6 Mensenhandel, mensensmokkel";"2018*";"Nederland";875
"3.6 Mensenhandel, mensensmokkel";"2019*";"Nederland";1175
"3.7 Geweldsmisdrijf (overig)";"2010";"Nederland";1115
"3.7 Geweldsmisdrijf (overig)";"2011";"Nederland";1215
"3.7 Geweldsmisdrijf (overig)";"2012";"Nederland";1215
"3.7 Geweldsmisdrijf (overig)";"2013";"Nederland";1100
"3.7 Geweldsmisdrijf (overig)";"2014";"Nederland";1115
"3.7 Geweldsmisdrijf (overig)";"2015";"Nederland";1035
"3.7 Geweldsmisdrijf (overig)";"2016";"Nederland";1020
"3.7 Geweldsmisdrijf (overig)";"2017";"Nederland";975
"3.7 Geweldsmisdrijf (overig)";"2018*";"Nederland";940
"3.7 Geweldsmisdrijf (overig)";"2019*";"Nederland";1025
"4 Misdrijven WvSr (overig)";"2010";"Nederland";10855
"4 Misdrijven WvSr (overig)";"2011";"Nederland";11690
"4 Misdrijven WvSr (overig)";"2012";"Nederland";11785
"4 Misdrijven WvSr (overig)";"2013";"Nederland";11290
"4 Misdrijven WvSr (overig)";"2014";"Nederland";12020
"4 Misdrijven WvSr (overig)";"2015";"Nederland";11000
"4 Misdrijven WvSr (overig)";"2016";"Nederland";11210
"4 Misdrijven WvSr (overig)";"2017";"Nederland";10525
"4 Misdrijven WvSr (overig)";"2018*";"Nederland";10895
"4 Misdrijven WvSr (overig)";"2019*";"Nederland";11435
"5 Verkeersmisdrijven";"2010";"Nederland";143915
"5 Verkeersmisdrijven";"2011";"Nederland";146710
"5 Verkeersmisdrijven";"2012";"Nederland";136925
"5 Verkeersmisdrijven";"2013";"Nederland";131335
"5 Verkeersmisdrijven";"2014";"Nederland";122150
"5 Verkeersmisdrijven";"2015";"Nederland";114735
"5 Verkeersmisdrijven";"2016";"Nederland";114830
"5 Verkeersmisdrijven";"2017";"Nederland";111865
"5 Verkeersmisdrijven";"2018*";"Nederland";118215
"5 Verkeersmisdrijven";"2019*";"Nederland";123435
"5.1 Verlaten plaats ongeval";"2010";"Nederland";87820
"5.1 Verlaten plaats ongeval";"2011";"Nederland";90780
"5.1 Verlaten plaats ongeval";"2012";"Nederland";85975
"5.1 Verlaten plaats ongeval";"2013";"Nederland";85410
"5.1 Verlaten plaats ongeval";"2014";"Nederland";79835
"5.1 Verlaten plaats ongeval";"2015";"Nederland";78340
"5.1 Verlaten plaats ongeval";"2016";"Nederland";78750
"5.1 Verlaten plaats ongeval";"2017";"Nederland";76930
"5.1 Verlaten plaats ongeval";"2018*";"Nederland";79210
"5.1 Verlaten plaats ongeval";"2019*";"Nederland";81130
"5.2 Rijden onder invloed";"2010";"Nederland";47525
"5.2 Rijden onder invloed";"2011";"Nederland";46890
"5.2 Rijden onder invloed";"2012";"Nederland";41140
"5.2 Rijden onder invloed";"2013";"Nederland";36205
"5.2 Rijden onder invloed";"2014";"Nederland";32280
"5.2 Rijden onder invloed";"2015";"Nederland";27230
"5.2 Rijden onder invloed";"2016";"Nederland";26475
"5.2 Rijden onder invloed";"2017";"Nederland";25775
"5.2 Rijden onder invloed";"2018*";"Nederland";28960
"5.2 Rijden onder invloed";"2019*";"Nederland";32830
"5.3 Rijden tijdens ontzegging";"2010";"Nederland";2670
"5.3 Rijden tijdens ontzegging";"2011";"Nederland";2675
"5.3 Rijden tijdens ontzegging";"2012";"Nederland";3730
"5.3 Rijden tijdens ontzegging";"2013";"Nederland";3955
"5.3 Rijden tijdens ontzegging";"2014";"Nederland";4175
"5.3 Rijden tijdens ontzegging";"2015";"Nederland";3840
"5.3 Rijden tijdens ontzegging";"2016";"Nederland";4215
"5.3 Rijden tijdens ontzegging";"2017";"Nederland";4310
"5.3 Rijden tijdens ontzegging";"2018*";"Nederland";4705
"5.3 Rijden tijdens ontzegging";"2019*";"Nederland";4880
"5.4 Rijden tijdens rijverbod";"2010";"Nederland";135
"5.4 Rijden tijdens rijverbod";"2011";"Nederland";145
"5.4 Rijden tijdens rijverbod";"2012";"Nederland";150
"5.4 Rijden tijdens rijverbod";"2013";"Nederland";115
"5.4 Rijden tijdens rijverbod";"2014";"Nederland";135
"5.4 Rijden tijdens rijverbod";"2015";"Nederland";95
"5.4 Rijden tijdens rijverbod";"2016";"Nederland";90
"5.4 Rijden tijdens rijverbod";"2017";"Nederland";70
"5.4 Rijden tijdens rijverbod";"2018*";"Nederland";85
"5.4 Rijden tijdens rijverbod";"2019*";"Nederland";110
"5.5 Voeren vals kenteken";"2010";"Nederland";845
"5.5 Voeren vals kenteken";"2011";"Nederland";865
"5.5 Voeren vals kenteken";"2012";"Nederland";825
"5.5 Voeren vals kenteken";"2013";"Nederland";750
"5.5 Voeren vals kenteken";"2014";"Nederland";715
"5.5 Voeren vals kenteken";"2015";"Nederland";615
"5.5 Voeren vals kenteken";"2016";"Nederland";660
"5.5 Voeren vals kenteken";"2017";"Nederland";640
"5.5 Voeren vals kenteken";"2018*";"Nederland";705
"5.5 Voeren vals kenteken";"2019*";"Nederland";770
"5.6 Joyriding";"2010";"Nederland";360
"5.6 Joyriding";"2011";"Nederland";340
"5.6 Joyriding";"2012";"Nederland";335
"5.6 Joyriding";"2013";"Nederland";305
"5.6 Joyriding";"2014";"Nederland";270
"5.6 Joyriding";"2015";"Nederland";280
"5.6 Joyriding";"2016";"Nederland";300
"5.6 Joyriding";"2017";"Nederland";250
"5.6 Joyriding";"2018*";"Nederland";255
"5.6 Joyriding";"2019*";"Nederland";305
"5.7 Weigeren blaastest/bloedonderzoek";"2010";"Nederland";390
"5.7 Weigeren blaastest/bloedonderzoek";"2011";"Nederland";415
"5.7 Weigeren blaastest/bloedonderzoek";"2012";"Nederland";355
"5.7 Weigeren blaastest/bloedonderzoek";"2013";"Nederland";330
"5.7 Weigeren blaastest/bloedonderzoek";"2014";"Nederland";335
"5.7 Weigeren blaastest/bloedonderzoek";"2015";"Nederland";310
"5.7 Weigeren blaastest/bloedonderzoek";"2016";"Nederland";380
"5.7 Weigeren blaastest/bloedonderzoek";"2017";"Nederland";340
"5.7 Weigeren blaastest/bloedonderzoek";"2018*";"Nederland";545
"5.7 Weigeren blaastest/bloedonderzoek";"2019*";"Nederland";605
"5.8 Verkeersmisdrijf (overig)";"2010";"Nederland";4175
"5.8 Verkeersmisdrijf (overig)";"2011";"Nederland";4605
"5.8 Verkeersmisdrijf (overig)";"2012";"Nederland";4415
"5.8 Verkeersmisdrijf (overig)";"2013";"Nederland";4270
"5.8 Verkeersmisdrijf (overig)";"2014";"Nederland";4400
"5.8 Verkeersmisdrijf (overig)";"2015";"Nederland";4025
"5.8 Verkeersmisdrijf (overig)";"2016";"Nederland";3955
"5.8 Verkeersmisdrijf (overig)";"2017";"Nederland";3555
"5.8 Verkeersmisdrijf (overig)";"2018*";"Nederland";3750
"5.8 Verkeersmisdrijf (overig)";"2019*";"Nederland";2805
"6 Drugsmisdrijven";"2010";"Nederland";18030
"6 Drugsmisdrijven";"2011";"Nederland";17130
"6 Drugsmisdrijven";"2012";"Nederland";17580
"6 Drugsmisdrijven";"2013";"Nederland";17035
"6 Drugsmisdrijven";"2014";"Nederland";16310
"6 Drugsmisdrijven";"2015";"Nederland";14770
"6 Drugsmisdrijven";"2016";"Nederland";13275
"6 Drugsmisdrijven";"2017";"Nederland";12525
"6 Drugsmisdrijven";"2018*";"Nederland";13390
"6 Drugsmisdrijven";"2019*";"Nederland";14640
"6.1 Harddrugs";"2010";"Nederland";8255
"6.1 Harddrugs";"2011";"Nederland";7615
"6.1 Harddrugs";"2012";"Nederland";7870
"6.1 Harddrugs";"2013";"Nederland";7470
"6.1 Harddrugs";"2014";"Nederland";7715
"6.1 Harddrugs";"2015";"Nederland";7390
"6.1 Harddrugs";"2016";"Nederland";6760
"6.1 Harddrugs";"2017";"Nederland";6570
"6.1 Harddrugs";"2018*";"Nederland";7055
"6.1 Harddrugs";"2019*";"Nederland";7840
"6.2 Softdrugs";"2010";"Nederland";8620
"6.2 Softdrugs";"2011";"Nederland";8425
"6.2 Softdrugs";"2012";"Nederland";8860
"6.2 Softdrugs";"2013";"Nederland";9070
"6.2 Softdrugs";"2014";"Nederland";8195
"6.2 Softdrugs";"2015";"Nederland";7005
"6.2 Softdrugs";"2016";"Nederland";6295
"6.2 Softdrugs";"2017";"Nederland";5740
"6.2 Softdrugs";"2018*";"Nederland";6150
"6.2 Softdrugs";"2019*";"Nederland";6595
"6.3 Drugsmisdrijf (overig)";"2010";"Nederland";1155
"6.3 Drugsmisdrijf (overig)";"2011";"Nederland";1095
"6.3 Drugsmisdrijf (overig)";"2012";"Nederland";850
"6.3 Drugsmisdrijf (overig)";"2013";"Nederland";495
"6.3 Drugsmisdrijf (overig)";"2014";"Nederland";400
"6.3 Drugsmisdrijf (overig)";"2015";"Nederland";375
"6.3 Drugsmisdrijf (overig)";"2016";"Nederland";220
"6.3 Drugsmisdrijf (overig)";"2017";"Nederland";215
"6.3 Drugsmisdrijf (overig)";"2018*";"Nederland";190
"6.3 Drugsmisdrijf (overig)";"2019*";"Nederland";200
"7 (Vuur)wapenmisdrijven";"2010";"Nederland";6500
"7 (Vuur)wapenmisdrijven";"2011";"Nederland";7405
"7 (Vuur)wapenmisdrijven";"2012";"Nederland";7045
"7 (Vuur)wapenmisdrijven";"2013";"Nederland";6520
"7 (Vuur)wapenmisdrijven";"2014";"Nederland";5875
"7 (Vuur)wapenmisdrijven";"2015";"Nederland";5545
"7 (Vuur)wapenmisdrijven";"2016";"Nederland";5415
"7 (Vuur)wapenmisdrijven";"2017";"Nederland";4740
"7 (Vuur)wapenmisdrijven";"2018*";"Nederland";5475
"7 (Vuur)wapenmisdrijven";"2019*";"Nederland";6610
"9 Misdrijven overige wetten";"2010";"Nederland";4195
"9 Misdrijven overige wetten";"2011";"Nederland";4230
"9 Misdrijven overige wetten";"2012";"Nederland";4480
"9 Misdrijven overige wetten";"2013";"Nederland";4130
"9 Misdrijven overige wetten";"2014";"Nederland";3880
"9 Misdrijven overige wetten";"2015";"Nederland";3530
"9 Misdrijven overige wetten";"2016";"Nederland";3425
"9 Misdrijven overige wetten";"2017";"Nederland";3370
"9 Misdrijven overige wetten";"2018*";"Nederland";3710
"9 Misdrijven overige wetten";"2019*";"Nederland";2700
"9.1 Militair misdrijf";"2010";"Nederland";75
"9.1 Militair misdrijf";"2011";"Nederland";70
"9.1 Militair misdrijf";"2012";"Nederland";55
"9.1 Militair misdrijf";"2013";"Nederland";45
"9.1 Militair misdrijf";"2014";"Nederland";60
"9.1 Militair misdrijf";"2015";"Nederland";40
"9.1 Militair misdrijf";"2016";"Nederland";30
"9.1 Militair misdrijf";"2017";"Nederland";20
"9.1 Militair misdrijf";"2018*";"Nederland";25
"9.1 Militair misdrijf";"2019*";"Nederland";20
"9.2 Misdrijf (overig)";"2010";"Nederland";4120
"9.2 Misdrijf (overig)";"2011";"Nederland";4160
"9.2 Misdrijf (overig)";"2012";"Nederland";4425
"9.2 Misdrijf (overig)";"2013";"Nederland";4085
"9.2 Misdrijf (overig)";"2014";"Nederland";3820
"9.2 Misdrijf (overig)";"2015";"Nederland";3490
"9.2 Misdrijf (overig)";"2016";"Nederland";3395
"9.2 Misdrijf (overig)";"2017";"Nederland";3350
"9.2 Misdrijf (overig)";"2018*";"Nederland";3685
"9.2 Misdrijf (overig)";"2019*";"Nederland";2680
